1543,1
6263,1
8498,1
1596,1
1826,1
2600,1
2338,1
3538,1
2542,1
1951,1
1062,1
1818,1
2098,1
1842,1
2201,1
3699,1
1625,1
1244,1
6170,1
3383,1
1840,1
2337,1
3195,1
1093,1
2814,1
15336,1
95614,1
2157,1
6120,1
15657,1
2892,1
2454,1
1319,1
16002,1
26065,1
1764,1
3194,1
2386,1
3535,1
6411,1
94468,1
15238,1
3088,1
2454,1
2495,1
1740,1
3792,1
3330,1
6734,1
2436,1
6738,1
8980,1
2492,1
2802,1
12776,1
3805,1
14697,1
2160,1
12161,1
3815,1
2381,1
2432,1
3624,1
2406,1
2475,1
6779,1
1528,1
13720,1
3161,1
2501,1
3423,1
2566,1
2916,1
3690,1
6514,1
16047,1
2842,1
2486,1
3241,1
2466,1
3781,1
3574,1
14085,1
2618,1
5674,1
15063,1
3683,1
2514,1
3767,1
6218,1
15695,1
2568,1
3609,1
2152,1
3522,1
3563,1
4281,1
16047,1
2379,1
3634,1
3455,1
3461,1
3587,1
3673,1
3550,1
3745,1
6336,1
3866,1
3348,1
2375,1
3680,1
3699,1
3618,1
3526,1
15810,1
3426,1
2503,1
4575,1
3278,1
3395,1
6471,1
2519,1
3525,1
2432,1
14458,1
2652,1
3711,1
3544,1
11093,1
2410,1
3590,1
2387,1
3769,1
3784,1
15578,1
2514,1
3750,1
3691,1
6600,1
18562,1
27819,1
2520,1
3392,1
9048,1
3705,1
3161,1
2544,1
3686,1
2830,1
3829,1
3317,1
14913,1
2129,1
6514,1
1566,1
3503,1
970,1
2166,1
3538,1
1535,1
2230,1
3023,1
5748,1
3556,1
3831,1
1965,1
3417,1
2529,1
15195,1
2492,1
4428,1
3798,1
25797,1
3667,1
6442,1
6544,1
4428,1
4625,1
2453,1
3903,1
26625,1
1859,1
2449,1
3715,1
2401,1
3332,1
2758,1
1863,1
2897,1
3573,1
3763,1
2425,1
2053,1
2199,1
2436,1
1509,1
1553,1
1258,1
3782,1
1722,1
2414,1
1191,1
8354,1
3133,1
1828,1
2387,1
3559,1
5130,1
4002,1
1766,1
3111,1
2238,1
3727,1
3903,1
8253,1
2404,1
4625,1
29071,1
2295,1
1825,1
1789,1
1079,1
1225,1
3331,1
1736,1
3637,1
3175,1
3731,1
2201,1
2530,1
3721,1
1913,1
1664,1
3215,1
5261,1
2909,1
1079,1
6203,1
2201,1
6298,1
2665,1
3510,1
2922,1
8253,1
1636,1
11958,1
2834,1
16785,1
2591,1
1543,1
6263,1
8498,1
1596,1
1826,1
2600,1
2338,1
3538,1
2542,1
1951,1
1062,1
1818,1
2098,1
1842,1
2201,1
3699,1
1625,1
1244,1
6170,1
3383,1
1840,1
2337,1
3195,1
1093,1
2814,1
15336,1
95614,1
2157,1
6120,1
15657,1
2892,1
2454,1
1319,1
16002,1
26065,1
1764,1
3194,1
2386,1
3535,1
6411,1
94468,1
15238,1
3088,1
2454,1
2495,1
1740,1
3792,1
3330,1
6734,1
2436,1
6738,1
8980,1
2492,1
2802,1
12776,1
3805,1
14697,1
2160,1
12161,1
3815,1
2381,1
2432,1
3624,1
2406,1
2475,1
6779,1
1528,1
13720,1
3161,1
2501,1
3423,1
2566,1
2916,1
3690,1
6514,1
16047,1
2842,1
2486,1
3241,1
2466,1
3781,1
3574,1
14085,1
2618,1
5674,1
15063,1
3683,1
2514,1
3767,1
6218,1
15695,1
2568,1
3609,1
2152,1
3522,1
3563,1
4281,1
16047,1
2379,1
3634,1
3455,1
3461,1
3587,1
3673,1
3550,1
3745,1
6336,1
3866,1
3348,1
2375,1
3680,1
3699,1
3618,1
3526,1
15810,1
3426,1
2503,1
4575,1
3278,1
3395,1
6471,1
2519,1
3525,1
2432,1
14458,1
2652,1
3711,1
3544,1
11093,1
2410,1
3590,1
2387,1
3769,1
3784,1
15578,1
2514,1
3750,1
3691,1
6600,1
18562,1
27819,1
2520,1
3392,1
9048,1
3705,1
3161,1
2544,1
3686,1
2830,1
3829,1
3317,1
14913,1
2129,1
6514,1
1566,1
3503,1
970,1
2166,1
3538,1
1535,1
2230,1
3023,1
5748,1
3556,1
3831,1
1965,1
3417,1
2529,1
15195.6,1
2492.12,1
4428.31,1
3798.82,1
25797.8,1
3667.76,1
6442.87,1
6544.19,1
4428.31,1
4625.8,1
2453.12,1
3903.52,1
26625.5,1
1859.77,1
2449.59,1
3715.14,1
2402,1
3332.82,1
2758.61,1
1863.61,1
2897.51,1
3573.23,1
3763.83,1
2425.05,1
2053.89,1
2199.04,1
2436.05,1
1509.45,1
1553.38,1
1258.07,1
3782.92,1
1722.87,1
2414.04,1
1191.62,1
8354.94,1
3133.94,1
1828.63,1
2387.81,1
3559.4,1
5130.25,1
4002.53,1
1766.24,1
3111.33,1
2238.62,1
3727.87,1
3903.52,1
8253.97,1
2404.58,1
4625.8,1
29071,1
2295.37,1
1825.14,1
1789.89,1
1079.85,1
1225.32,1
3331.73,1
1736.83,1
3637.82,1
3175.95,1
3731.05,1
2201.97,1
2530.33,1
3721.51,1
1913.64,1
1664.96,1
3215.93,1
5261.12,1
2909.58,1
1079.85,1
6203.96,1
2201.97,1
6298.65,1
2665.5,1
3510.24,1
2922.86,1
8253.97,1
1636.89,1
11958.2,1
2834.44,1
16785.5,1
2591.33,1
1543.59,1
6263.01,1
8498.43,1
1596.81,1
1826.11,1
2600.77,1
2338.95,1
3538.24,1
2542.69,1
1951.32,1
1062.86,1
1818.43,1
2098.84,1
1842.24,1
2201.97,1
3699.24,1
1625.25,1
1244.28,1
6170.45,1
3383.23,1
1840.72,1
2337,1
3195.72,1
1093.65,1
2814.69,1
15336.8,1
95615,1
2157.96,1
6120.55,1
15657.9,1
2892.11,1
2454.7,1
1319.08,1
16002.8,1
26065.8,1
1764.85,1
3194.65,1
2386.34,1
3535.43,1
6411.16,1
94468.3,1
15239,1
3088.96,1
2454.16,1
2495.85,1
1740.52,1
3792.46,1
3330.34,1
6734.71,1
2436.05,1
6738.25,1
8980.76,1
2492.48,1
2802.04,1
12776.7,1
3805.19,1
14697.4,1
2160.74,1
12161.8,1
3815.7,1
2381.09,1
2432.89,1
3624.22,1
2406.63,1
2475.16,1
6779.16,1
1528.64,1
13720.4,1
3161.66,1
2501.25,1
3423.68,1
2566.7,1
2916.84,1
3690.13,1
6514.6,1
16047.2,1
2842.82,1
2486.17,1
3241.61,1
2466.52,1
3781.86,1
3574.99,1
14085.9,1
2618.05,1
5674,1
15063.7,1
3683.33,1
2514.48,1
3767.5,1
6218.65,1
15695.5,1
2568.58,1
3609.08,1
2152.84,1
3522.33,1
3563.69,1
4281.61,1
16047.2,1
2379.41,1
3634.64,1
3455.39,1
3461.88,1
3587.59,1
3673.79,1
3550.96,1
3745.44,1
6336.75,1
3866.6,1
3348.6,1
2375.69,1
3680.68,1
3699.58,1
3618.7,1
3526.7,1
15810.4,1
3426.48,1
2503.73,1
4575.83,1
3278.25,1
3395.71,1
6471.16,1
2519.31,1
3525.98,1
2432.91,1
14458.1,1
2653,1
3711.96,1
3544.88,1
11093.3,1
2410.86,1
3590.1,1
2387.28,1
3769.84,1
3784.95,1
15578.3,1
2514.46,1
3750.61,1
3691.9,1
6600.28,1
18562.2,1
27819.3,1
2520.77,1
3392.51,1
9048.25,1
3705.6,1
3161.6,1
2544.28,1
3686.47,1
2830.32,1
3829.3,1
3317.97,1
14913.4,1
2129.5,1
6514.57,1
1566.4,1
3503.46,1
970.309,1
2166.13,1
3538.03,1
1535.39,1
2231,1
3023.99,1
5748.08,1
3556.71,1
3831.93,1
1965.69,1
3417.31,1
2529.2,1
